NAME                         INSTALLED                FIXED-IN                  TYPE          VULNERABILITY        SEVERITY 
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-17124       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-17125       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-17126       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-6965        Medium    
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-6966        Medium    
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-6969        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-7209        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-7210        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-7223        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-7224        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-7225        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-7226        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-7227        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-7299        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-7300        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-7301        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-7302        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-7303        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-7304        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-7614        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-8392        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-8393        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-8394        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-8395        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-8396        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-8397        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-8398        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-8421        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9038        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9039        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9040        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9041        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9042        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9043        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9044        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9742        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9743        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9744        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9745        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9746        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9747        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9748        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9749        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9750        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9751        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9752        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9753        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9754        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9755        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9756        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9954        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2017-9955        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-12698       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-12699       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-12700       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-12934       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-17360       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-17794       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-17985       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-18483       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-18484       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-18605       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-18606       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-18607       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-18700       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-18701       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-19932       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-20002       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-20657       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-20673       Medium    
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-6323        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-6759        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2018-6872        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2019-1010204     Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2019-12972       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2019-14250       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2019-17451       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2019-9074        Medium    
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2019-9075        Medium    
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2019-9077        Medium    
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2020-16598       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2020-35493       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2020-35494       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2020-35495       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2020-35496       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2020-35507       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2021-20197       Medium    
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2021-3826        Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2021-45078       Medium    
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2022-38533       Low       
binutils                     2.27-44.base.el7_9.1     (won't fix)               rpm           CVE-2022-4285        Medium    
bzip2-libs                   1.0.6-13.el7             (won't fix)               rpm           CVE-2016-3189        Low       
bzip2-libs                   1.0.6-13.el7             (won't fix)               rpm           CVE-2019-12900       Low       
commons-io                   2.3                                                java-archive  CVE-2021-29425       Medium    
commons-io                   2.3                      2.7                       java-archive  GHSA-gwrp-pvrq-jmwv  Medium    
coreutils                    8.22-24.el7_9.2                                    rpm           CVE-2015-4041        Low       
coreutils                    8.22-24.el7_9.2                                    rpm           CVE-2015-4042        Low       
coreutils                    8.22-24.el7_9.2          (won't fix)               rpm           CVE-2014-9471        Low       
coreutils                    8.22-24.el7_9.2          (won't fix)               rpm           CVE-2016-2781        Medium    
coreutils                    8.22-24.el7_9.2          (won't fix)               rpm           CVE-2017-18018       Medium    
cpio                         2.11-28.el7              (won't fix)               rpm           CVE-2015-1197        Low       
cpio                         2.11-28.el7              (won't fix)               rpm           CVE-2016-2037        Low       
cracklib                     2.9.0-11.el7             (won't fix)               rpm           CVE-2016-6318        Low       
cracklib-dicts               2.9.0-11.el7             (won't fix)               rpm           CVE-2016-6318        Low       
cron-utils                   9.1.3                    9.1.6                     java-archive  GHSA-p9m8-27x8-rg87  Critical  
curl                         7.29.0-59.el7_9.1                                  rpm           CVE-2021-22946       Medium    
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2015-3153        Medium    
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-0755        Low       
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8615        Medium    
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8616        Low       
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8617        Medium    
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8618        Medium    
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8619        Medium    
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8621        Low       
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8622        Low       
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8623        Low       
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8624        Medium    
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-8625        Medium    
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2016-9586        Low       
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2017-1000100     Low       
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2017-1000254     Medium    
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2017-7407        Low       
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2017-8817        Medium    
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2018-20483       Medium    
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2020-8231        Low       
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2021-22925       Low       
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2022-35252       Low       
curl                         7.29.0-59.el7_9.1        (won't fix)               rpm           CVE-2022-43552       Low       
cxf-core                     3.4.0                                              java-archive  CVE-2020-13954       Medium    
cxf-core                     3.4.0                                              java-archive  CVE-2021-22696       High      
cxf-core                     3.4.0                                              java-archive  CVE-2021-30468       High      
cxf-core                     3.4.0                                              java-archive  CVE-2022-46363       High      
cxf-core                     3.4.0                                              java-archive  CVE-2022-46364       Critical  
cxf-core                     3.4.0                    3.4.10                    java-archive  GHSA-3w37-5p3p-jv92  Medium    
cxf-core                     3.4.0                    3.4.10                    java-archive  GHSA-x3x3-qwjq-8gj4  Critical  
cxf-rt-rs-json-basic         3.4.0                                              java-archive  CVE-2020-13954       Medium    
cxf-rt-rs-json-basic         3.4.0                                              java-archive  CVE-2021-22696       High      
cxf-rt-rs-json-basic         3.4.0                                              java-archive  CVE-2021-30468       High      
cxf-rt-rs-json-basic         3.4.0                                              java-archive  CVE-2022-46363       High      
cxf-rt-rs-json-basic         3.4.0                                              java-archive  CVE-2022-46364       Critical  
cxf-rt-rs-security-jose      3.4.0                                              java-archive  CVE-2020-13954       Medium    
cxf-rt-rs-security-jose      3.4.0                                              java-archive  CVE-2021-22696       High      
cxf-rt-rs-security-jose      3.4.0                                              java-archive  CVE-2021-30468       High      
cxf-rt-rs-security-jose      3.4.0                                              java-archive  CVE-2022-46363       High      
cxf-rt-rs-security-jose      3.4.0                                              java-archive  CVE-2022-46364       Critical  
cxf-rt-security              3.4.0                                              java-archive  CVE-2020-13954       Medium    
cxf-rt-security              3.4.0                                              java-archive  CVE-2021-22696       High      
cxf-rt-security              3.4.0                                              java-archive  CVE-2021-30468       High      
cxf-rt-security              3.4.0                                              java-archive  CVE-2022-46363       High      
cxf-rt-security              3.4.0                                              java-archive  CVE-2022-46364       Critical  
cyrus-sasl-lib               2.1.26-23.el7            (won't fix)               rpm           CVE-2019-19906       Medium    
cyrus-sasl-lib               2.1.26-23.el7            0:2.1.26-24.el7_9         rpm           CVE-2022-24407       High      
dbus                         1:1.10.24-15.el7                                   rpm           CVE-2014-3637        Low       
dbus                         1:1.10.24-15.el7                                   rpm           CVE-2014-3638        Low       
dbus                         1:1.10.24-15.el7                                   rpm           CVE-2014-3639        Low       
dbus                         1:1.10.24-15.el7         (won't fix)               rpm           CVE-2014-3477        Medium    
dbus                         1:1.10.24-15.el7         (won't fix)               rpm           CVE-2014-3532        Medium    
dbus                         1:1.10.24-15.el7         (won't fix)               rpm           CVE-2014-3533        Medium    
dbus                         1:1.10.24-15.el7         (won't fix)               rpm           CVE-2015-0245        Low       
dbus                         1:1.10.24-15.el7         (won't fix)               rpm           CVE-2020-35512       Low       
dbus-libs                    1:1.10.24-15.el7                                   rpm           CVE-2014-3637        Low       
dbus-libs                    1:1.10.24-15.el7                                   rpm           CVE-2014-3638        Low       
dbus-libs                    1:1.10.24-15.el7                                   rpm           CVE-2014-3639        Low       
dbus-libs                    1:1.10.24-15.el7         (won't fix)               rpm           CVE-2014-3477        Medium    
dbus-libs                    1:1.10.24-15.el7         (won't fix)               rpm           CVE-2014-3532        Medium    
dbus-libs                    1:1.10.24-15.el7         (won't fix)               rpm           CVE-2014-3533        Medium    
dbus-libs                    1:1.10.24-15.el7         (won't fix)               rpm           CVE-2015-0245        Low       
dbus-libs                    1:1.10.24-15.el7         (won't fix)               rpm           CVE-2020-35512       Low       
device-mapper                7:1.02.170-6.el7_9.5     (won't fix)               rpm           CVE-2020-8991        Low       
device-mapper-libs           7:1.02.170-6.el7_9.5     (won't fix)               rpm           CVE-2020-8991        Low       
dracut                       033-572.el7              (won't fix)               rpm           CVE-2016-4484        Medium    
elasticsearch                1.13.2.0                                           java-archive  CVE-2019-7611        High      
elasticsearch                1.13.2.0                                           java-archive  CVE-2019-7614        Medium    
elasticsearch                1.13.2.0                                           java-archive  CVE-2020-7019        Medium    
elasticsearch                1.13.2.0                                           java-archive  CVE-2020-7020        Low       
elasticsearch                1.13.2.0                                           java-archive  CVE-2020-7021        Medium    
elasticsearch                1.13.2.0                                           java-archive  CVE-2021-22135       Medium    
elasticsearch                1.13.2.0                                           java-archive  CVE-2021-22137       Medium    
elasticsearch                1.13.2.0                                           java-archive  CVE-2021-22144       Medium    
elasticsearch                7.10.2                                             java-archive  CVE-2021-22134       Medium    
elasticsearch                7.10.2                                             java-archive  CVE-2021-22144       Medium    
elasticsearch                7.10.2                                             java-archive  CVE-2021-22145       Medium    
elfutils-default-yama-scope  0.176-5.el7              (won't fix)               rpm           CVE-2016-10254       Low       
elfutils-default-yama-scope  0.176-5.el7              (won't fix)               rpm           CVE-2016-10255       Low       
elfutils-default-yama-scope  0.176-5.el7              (won't fix)               rpm           CVE-2017-7607        Low       
elfutils-default-yama-scope  0.176-5.el7              (won't fix)               rpm           CVE-2017-7608        Low       
elfutils-default-yama-scope  0.176-5.el7              (won't fix)               rpm           CVE-2017-7609        Low       
elfutils-default-yama-scope  0.176-5.el7              (won't fix)               rpm           CVE-2017-7610        Low       
elfutils-default-yama-scope  0.176-5.el7              (won't fix)               rpm           CVE-2017-7611        Low       
elfutils-default-yama-scope  0.176-5.el7              (won't fix)               rpm           CVE-2017-7612        Low       
elfutils-default-yama-scope  0.176-5.el7              (won't fix)               rpm           CVE-2017-7613        Low       
elfutils-libelf              0.176-5.el7              (won't fix)               rpm           CVE-2016-10254       Low       
elfutils-libelf              0.176-5.el7              (won't fix)               rpm           CVE-2016-10255       Low       
elfutils-libelf              0.176-5.el7              (won't fix)               rpm           CVE-2017-7607        Low       
elfutils-libelf              0.176-5.el7              (won't fix)               rpm           CVE-2017-7608        Low       
elfutils-libelf              0.176-5.el7              (won't fix)               rpm           CVE-2017-7609        Low       
elfutils-libelf              0.176-5.el7              (won't fix)               rpm           CVE-2017-7610        Low       
elfutils-libelf              0.176-5.el7              (won't fix)               rpm           CVE-2017-7611        Low       
elfutils-libelf              0.176-5.el7              (won't fix)               rpm           CVE-2017-7612        Low       
elfutils-libelf              0.176-5.el7              (won't fix)               rpm           CVE-2017-7613        Low       
elfutils-libs                0.176-5.el7              (won't fix)               rpm           CVE-2016-10254       Low       
elfutils-libs                0.176-5.el7              (won't fix)               rpm           CVE-2016-10255       Low       
elfutils-libs                0.176-5.el7              (won't fix)               rpm           CVE-2017-7607        Low       
elfutils-libs                0.176-5.el7              (won't fix)               rpm           CVE-2017-7608        Low       
elfutils-libs                0.176-5.el7              (won't fix)               rpm           CVE-2017-7609        Low       
elfutils-libs                0.176-5.el7              (won't fix)               rpm           CVE-2017-7610        Low       
elfutils-libs                0.176-5.el7              (won't fix)               rpm           CVE-2017-7611        Low       
elfutils-libs                0.176-5.el7              (won't fix)               rpm           CVE-2017-7612        Low       
elfutils-libs                0.176-5.el7              (won't fix)               rpm           CVE-2017-7613        Low       
expat                        2.1.0-12.el7             (won't fix)               rpm           CVE-2012-6702        Medium    
expat                        2.1.0-12.el7             (won't fix)               rpm           CVE-2013-0340        Medium    
expat                        2.1.0-12.el7             (won't fix)               rpm           CVE-2013-0341        Medium    
expat                        2.1.0-12.el7             (won't fix)               rpm           CVE-2016-4472        Medium    
expat                        2.1.0-12.el7             (won't fix)               rpm           CVE-2016-5300        Medium    
expat                        2.1.0-12.el7             (won't fix)               rpm           CVE-2016-9063        Low       
expat                        2.1.0-12.el7             (won't fix)               rpm           CVE-2017-9233        Medium    
expat                        2.1.0-12.el7             (won't fix)               rpm           CVE-2022-23990       Medium    
expat                        2.1.0-12.el7             (won't fix)               rpm           CVE-2022-43680       Medium    
expat                        2.1.0-12.el7             0:2.1.0-14.el7_9          rpm           CVE-2021-45960       Medium    
expat                        2.1.0-12.el7             0:2.1.0-14.el7_9          rpm           CVE-2021-46143       Medium    
expat                        2.1.0-12.el7             0:2.1.0-14.el7_9          rpm           CVE-2022-22822       Medium    
expat                        2.1.0-12.el7             0:2.1.0-14.el7_9          rpm           CVE-2022-22823       Medium    
expat                        2.1.0-12.el7             0:2.1.0-14.el7_9          rpm           CVE-2022-22824       Medium    
expat                        2.1.0-12.el7             0:2.1.0-14.el7_9          rpm           CVE-2022-22825       Medium    
expat                        2.1.0-12.el7             0:2.1.0-14.el7_9          rpm           CVE-2022-22826       Medium    
expat                        2.1.0-12.el7             0:2.1.0-14.el7_9          rpm           CVE-2022-22827       Medium    
expat                        2.1.0-12.el7             0:2.1.0-14.el7_9          rpm           CVE-2022-23852       Medium    
expat                        2.1.0-12.el7             0:2.1.0-14.el7_9          rpm           CVE-2022-25235       High      
expat                        2.1.0-12.el7             0:2.1.0-14.el7_9          rpm           CVE-2022-25236       High      
expat                        2.1.0-12.el7             0:2.1.0-14.el7_9          rpm           CVE-2022-25315       High      
expat                        2.1.0-12.el7             0:2.1.0-15.el7_9          rpm           CVE-2022-40674       High      
file-libs                    5.11-37.el7              (won't fix)               rpm           CVE-2014-9620        Low       
file-libs                    5.11-37.el7              (won't fix)               rpm           CVE-2015-8865        Low       
geronimo-jta_1.1_spec        1.1.1                                              java-archive  CVE-2008-0732        Low       
geronimo-jta_1.1_spec        1.1.1                                              java-archive  CVE-2011-5034        High      
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2015-2327        Medium    
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2015-2328        Medium    
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2015-3217        Medium    
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2015-5073        Medium    
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2015-8385        High      
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2015-8386        Low       
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2015-8387        Unknown   
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2015-8388        Medium    
glib2                        2.56.1-9.el7_9           (won't fix)               rpm           CVE-2015-8390        Unknown   
